,collection_date,country,host_species,reassortant,state,strain_name,subtype
0,2006-08-12,USA,Mallard/Avian,False,Interior Alaska,A/mallard/Interior Alaska/6MP0160AR1/2006,H3N8
1,1983-01-01,USA,Human,False,Memphis,A/Memphis/32/1983,H1N1
2,2012-03-15,Hong Kong,Swine,False,,A/swine/Hong Kong/NS970/2012,H1N1
3,1994-12-19,USA,Guineafowl/Avian,False,New Jersey,A/guinea fowl/New Jersey/7290-19/1994,H2N2
4,2005-05-26,China,Black-Billed Magpie/Avian,False,Guangxi,A/black-billed magpie/Guangxi/31/2005,H9N2
5,2006-03-22,Portugal,Tufted Duck/Avian,True,PT,A/tufted duck/PT/13771/2006,H7N3
6,2012-12-20,USA,Human,False,Boston,A/Boston/YGA_00093/2012,H3N2
7,2007-01-01,Myanmar,Chicken/Avian,False,Kyaing Tong,A/village chicken/Kyaing Tong/2433/2007,H5N1
8,2010-12-06,Peru,Human,False,,A/Peru/PER383/2010,H3N2
9,2014-01-17,South Korea,Baikal Teal/Avian,True,Korea,A/baikal teal/Korea/Donglim3/2014,H5N8
10,2009-08-03,USA,Avian,False,Interior Alaska,A/northern pintail/Interior Alaska/9BM6248R0/2009,H4N6
11,2007-10-27,USA,Avian,False,California,A/greater white-fronted goose/California/44358-089/2007,H6N1
12,2000-01-01,China,Duck/Avian,True,Nanchang,A/Duck/Nanchang/2-0485/2000,H2N9
13,2009-05-13,USA,Human,False,Houston,A/Houston/1H/2009,H1N1
14,2009-08-30,USA,Human,False,Texas,A/Texas/44301765/2009,H1N1
15,2009-01-01,Canada,Human,True,Canada-AB,A/Canada-AB/RV1532/2009,H1N1
16,2005-04-22,USA,Swine,False,Minnesota,A/swine/Minnesota/SG1236/2005,H3N2
17,2010-08-19,Chile,Human,False,,A/Chile/87/2010,H1N1
18,2005-12-05,USA,Human,False,California,A/California/NHRC0008/2005,H3N2
19,1980-01-01,USA,Human,False,Memphis,A/Memphis/9/1980,H3N2
20,2008-11-19,Sweden,Mallard/Avian,False,,A/mallard/Sweden/80114/2008,H4N2
21,2013-03-11,Finland,Human,False,Helsinki,A/Helsinki/1229/2013,H1N1
22,2001-06-03,New Zealand,Human,False,Canterbury,A/Canterbury/05/2001,H1N1
23,2002-04-13,New Zealand,Human,False,Canterbury,A/Canterbury/05/2002,H3N2
24,2009-01-06,Malaysia,Human,False,,A/Malaysia/2143035/2009,H1N1
25,2013-01-10,USA,Human,False,Boston,A/Boston/YGA_00035/2013,H3N2
26,2008-07-30,China,Swine,False,Guangdong,A/swine/Guangdong/01/2008,H1N1
27,2011-02-18,USA,Human,False,Tennessee,A/Tennessee/F2048A/2011,H3N2
28,2007-10-18,Sweden,Mallard/Avian,False,,A/mallard/Sweden/68583/2007,H4N6
29,2008-02-26,USA,Human,False,Florida,A/Florida/UR07-0102/2008,H3N2
30,2003-12-18,United Kingdom,Human,False,England,A/England/547/2003,H3N2
31,2011-02-22,USA,Human,False,Pennsylvania,A/Pennsylvania/02/2011,H1N1
32,2012-03-28,Peru,Human,False,,A/Peru/PER359/2012,H3N2
33,2009-01-01,China,Duck/Avian,True,Jiangxi,A/duck/Jiangxi/3286/2009,H7N9
34,2010-02-19,Bhutan,Chicken/Avian,False,,A/chicken/Bhutan/248015/2010,H5N1
35,2009-05-26,USA,Ruddy Turnstone/Avian,True,New Jersey,A/ruddy turnstone/New Jersey/AI09-727/2009,H1N9
36,2004-12-20,USA,Human,False,New York,A/New York/366/2004,H3N2
37,2009-08-13,USA,Swine,False,Ohio,A/swine/Ohio/09SW100/2009,H3N2
38,2010-06-07,Nicaragua,Human,False,Managua,A/Managua/4203.02/2010,H3N2
39,2009-06-11,USA,Human,False,Boston,A/Boston/110/2009,H1N1
40,2009-10-21,China,Duck/Avian,False,Hunan,A/duck/Hunan/S3047/2009,H6N2
41,2013-09-20,Nicaragua,Human,False,,A/Nicaragua/7828_01/2013,H3N2
42,2009-09-05,USA,Human,False,South Carolina,A/South Carolina/WRSP520/2009,H1N1
43,2009-09-28,Taiwan,Human,False,,A/Taiwan/8542/2009,H1N1
44,2009-10-09,USA,Human,False,California,A/California/VRDL88/2009,H1N1
45,2012-03-07,Peru,Human,False,,A/Peru/PER018/2012,H3N2
46,1982-01-01,USA,Horse,False,California,A/equine/California/103/1982,H3N8
47,2009-06-24,Argentina,Human,False,,A/Argentina/9579/2009,H1N1
48,2005-10-13,Viet Nam,Human,False,TayNguyen,A/TayNguyen/TN405/2005,H3N2
49,2010-10-03,Australia,Human,False,Sydney,A/Sydney/DD3-57/2010,H1N1
50,2009-09-12,USA,Human,False,Texas,A/Texas/45122036/2009,H1N1
51,1994-05-22,USA,Ruddy Turnstone/Avian,True,Delaware Bay,A/ruddy turnstone/Delaware Bay/82/1994,H1N1
52,2005-08-10,Malaysia,Human,False,,A/Malaysia/32217/2005,H1N1
53,2012-12-15,USA,Human,False,Boston,A/Boston/DOA2-102/2012,H3N2
54,2000-09-12,Australia,Human,False,Western Australia,A/Western Australia/3/2000,H3N2
55,2008-05-17,USA,Shorebird/Avian,False,Delaware Bay,A/shorebird/Delaware Bay/382/2008,H4N6
56,2010-08-12,Thailand,Human,False,Bangkok,A/Bangkok/INS482/2010,H1N1
57,2010-12-14,Peru,Human,False,,A/Peru/PER110/2010,H3N2
58,2011-09-24,USA,Duck/Avian,False,Wisconsin,A/wood duck/Wisconsin/11OS2912/2011,H3N6
59,2011-03-26,Japan,Chicken/Avian,False,Chiba,A/chicken/Chiba/1/2011,H5N1
60,2010-11-07,USA,Avian,True,Wisconsin,A/bufflehead/Wisconsin/10OS3204/2010,H12N5
61,2009-12-02,Netherlands,Human,False,,A/Netherlands/2822/2009,H1N1
62,2010-07-12,Thailand,Human,False,Khon Kaen,A/Khon Kaen/INS457/2010,H1N1
63,2013-01-02,USA,Human,False,Boston,A/Boston/YGA_00022/2013,H3N2
64,2004-02-19,Hong Kong,Human,False,,A/Hong Kong/HKU3/2004,H3N2
65,2004-09-25,New Zealand,Human,False,Canterbury,A/Canterbury/303/2004,H3N2
66,2012-11-13,USA,Weasel,False,South Dakota,A/mink/South Dakota/A01279427/2012,H1N1
67,2013-09-22,USA,Green-Winged Teal/Avian,False,Ohio,A/American green-winged teal/Ohio/13OS2106/2013,H3N8
68,2013-07-28,Nicaragua,Human,False,,A/Nicaragua/6966_06/2013,H3N2
69,2009-04-30,USA,Human,False,California,A/California/VRDL286/2009,H3N2
70,2008-06-29,Israel,Chicken/Avian,False,,A/chicken/Israel/330/2008,H9N2
71,2010-08-25,Canada,Avian,False,New Brunswick,A/blue-winged teal/New Brunswick/00775/2010,H3N8
72,2011-10-06,Nicaragua,Human,False,,A/Nicaragua/AGA2-27/2011,H1N1
73,2009-12-12,Germany,Human,False,Berlin,A/Berlin/INS362/2009,H1N1
74,2012-03-03,Finland,Human,False,Helsinki,A/Helsinki/942/2012,H1N1
75,2007-09-02,USA,Northern Shoveler/Avian,False,Alaska,A/northern shoveler/Alaska/7MP1669B/2007,H3N8
76,2009-11-04,Sweden,Mallard/Avian,False,,A/mallard/Sweden/101082/2009,H11N9
77,2012-07-18,USA,Mallard/Avian,False,California,A/mallard/California/2867/2012,H2N3
78,2010-12-13,United Kingdom,Human,False,England,A/England/05060444/2010,H1N1
79,2013-01-28,USA,Human,False,Boston,A/Boston/YGA_00096/2013,H3N2
80,2010-12-02,Singapore,Human,False,,A/Singapore/GP4523/2010,H1N1
81,2007-05-22,USA,Ruddy Turnstone/Avian,False,Delaware Bay,A/ruddy turnstone/Delaware Bay/123/2007,H7N3
82,2011-07-16,USA,Swine,False,Texas,A/swine/Texas/A01104004/2011,H1N1
83,2010-08-14,Canada,Mallard/Avian,True,Alberta,A/mallard/Alberta/590/2010,H7N8
84,2010-10-28,Peru,Human,False,,A/Peru/PER266/2010,H3N2
85,2005-05-11,Hong Kong,Human,False,,A/Hong Kong/HKU61/2005,H3N2
86,2009-09-10,USA,Human,False,Texas,A/Texas/45101424/2009,H1N1
87,2010-10-11,Peru,Human,False,,A/Peru/PER038/2010,H3N2
88,2007-02-20,USA,Human,False,Texas,A/Texas/UR06-0359/2007,H1N1
89,2008-04-01,India,Goose/Avian,False,Tripura,A/goose/Tripura/103596/2008,H5N1
90,2005-08-15,New Zealand,Human,False,Waikato,A/Waikato/9/2005,H3N2
91,2002-01-30,USA,Human,False,New York,A/New York/116/2002,H3N2
92,2009-08-08,Nicaragua,Human,False,Managua,A/Managua/4064.01/2009,H1N1
93,2011-08-12,USA,Mallard/Avian,False,California,A/mallard/California/2521P/2011,H3N8
94,2003-01-01,Viet Nam,Human,False,HaNoi,A/HaNoi/ARI172/2003,H1N1
95,2009-05-24,Dominican Republic,Human,False,Santo Domingo,A/Santo Domingo/0573N/2009,H1N1
96,1980-01-01,USA,Blue-Winged Teal/Avian,False,Wisconsin,A/blue-winged teal/Wisconsin/134/1980,H6N1
97,2009-12-17,Viet Nam,Human,False,,A/Viet Nam/11032010/2009,H1N1
98,2011-11-09,Germany,Swine,False,Langefoerden,A/swine/Langefoerden/IDT14189/2011,H1N2
99,2001-02-21,USA,Human,False,New York,A/New York/281/2001,H1N1
100,2000-01-01,Australia,Human,False,South Australia,A/South Australia/36/2000,H1N1
101,2013-01-23,USA,Human,False,Santa Clara,A/Santa Clara/YGA_03015/2013,H3N2
102,2014-03-10,USA,Human,False,New York,A/New York/WC-LVD-14-051/2014,H1N1
103,2010-10-11,Peru,Human,False,,A/Peru/PER169/2010,H3N2
104,2009-06-07,Japan,Human,False,Fukuoka-C,A/Fukuoka-C/2/2009,H1N1
105,2010-01-24,Greece,Human,False,Athens,A/Athens/INS398/2010,H1N1
106,2005-10-20,USA,Swine,False,North Carolina,A/swine/North Carolina/SG1477/2005,H1N1
107,2011-01-17,Taiwan,Human,False,,A/Taiwan/2649/2011,H1N1
108,2006-01-01,Russia,Mute Swan/Avian,False,Cygnus olor,A/Cygnus olor/Caspian Sea/2006,H5N1
109,2009-08-19,Canada,Blue-Winged Teal/Avian,True,Prince Edward Island,A/blue-winged teal/Prince Edward Island/03910/2009,H4N9
110,2010-12-09,Mexico,Human,False,Mexico City,A/Mexico City/WRAIR3579N/2010,H3N2
111,2009-09-01,Singapore,Human,False,,A/Singapore/GP3491/2009,H1N1
112,2010-10-13,Russia,Human,False,Moscow,A/Moscow/IIV-33/2010,H1N1
113,2010-08-06,USA,Mallard/Avian,True,Ohio,A/mallard/Ohio/10OS1354/2010,H6N1
114,2012-05-07,Peru,Human,False,,A/Peru/PER363/2012,H3N2
115,2007-10-07,USA,American Wigeon/Avian,True,California,A/American wigeon/California/HKWF371/2007,H6N5
116,1982-01-01,USA,Mallard/Avian,False,Wisconsin,A/mallard/Wisconsin/986/1982,H12N5
117,2009-06-17,USA,Human,False,Boston,A/Boston/127/2009,H1N1
118,2009-08-12,Sweden,Mallard/Avian,False,,A/mallard/Sweden/93211/2009,H4N6
119,2007-06-23,Nicaragua,Human,False,Managua,A/Managua/34/2007,H3N2
120,1995-05-20,USA,Shorebird/Avian,True,Delaware Bay,A/shorebird/Delaware Bay/43/1995,H11N9
121,2013-07-21,Nicaragua,Human,False,,A/Nicaragua/6369_04/2013,H1N1
122,2004-08-24,Hong Kong,Human,False,,A/Hong Kong/HKU35/2004,H3N2
123,2012-02-23,USA,Human,False,Texas,A/Texas/27/2012,H1N1
124,2009-12-11,Poland,Human,False,Warsaw,A/Warsaw/INS148/2009,H1N1
125,2013-01-19,USA,Human,False,Houston,A/Houston/JMM_147/2013,H3N2
126,2001-01-01,Netherlands,Mallard/Avian,False,,A/mallard/Netherlands/13/2001,H2N9
127,2009-06-23,USA,Human,False,New York,A/New York/4434/2009,H1N1
128,2003-07-25,New Zealand,Human,False,Waikato,A/Waikato/148/2003,H3N2
129,2009-04-30,USA,Human,False,California,A/California/VRDL296/2009,H3N2
130,2010-08-26,China,Swine,False,Guangdong,A/swine/Guangdong/2670/2010,H1N2
131,2007-02-06,USA,Human,False,Texas,A/Texas/UR06-0176/2007,H1N1
132,2005-08-11,USA,Pintail/Avian,False,Alaska,A/pintail/Alaska/279/2005,H3N8
133,2009-11-30,Germany,Human,False,Munich,A/Munich/INS363/2009,H1N1
134,2009-08-20,Canada,Mallard/Avian,True,Alberta,A/mallard/Alberta/289/2009,H2N9
135,2006-05-23,USA,Shorebird/Avian,False,Delaware,A/shorebird/Delaware/350/2006,H1N1
136,2005-08-16,Australia,Human,False,Queensland,A/Queensland/56/2005,H3N2
137,1993-03-04,USA,Human,False,New York,A/New York/770/1993,H3N2
138,1997-01-01,Hong Kong,Human,False,,A/Hong Kong/1/1997,H3N2
139,2007-01-22,USA,Human,False,Oklahoma,A/Oklahoma/UR06-0063/2007,H1N1
140,2010-03-03,China,Chicken/Avian,True,Guangdong,A/chicken/Guangdong/S1311/2010,H6N6
141,2011-01-26,China,Swine,False,Jiangsu,A/swine/Jiangsu/zg12/2011,H1N1
142,2005-05-19,USA,Shorebird/Avian,False,Delaware Bay,A/shorebird/Delaware Bay/289/2005,H3N6
143,2012-12-29,USA,Human,False,Boston,A/Boston/YGA_01091/2012,H3N2
144,2009-05-15,USA,Laughing Gull/Avian,False,New Jersey,A/laughing gull/New Jersey/AI09-271/2009,H11N1
145,2009-12-13,Greece,Human,False,Athens,A/Athens/INS123/2009,H1N1
146,2009-02-20,USA,Human,False,Boston,A/Boston/25/2009,H1N1
147,2009-11-26,Viet Nam,Flycatcher/Avian,False,Vietnam,A/African Stonechat/Vietnam/8/2009,H9N2
148,2009-05-02,USA,Human,False,Wisconsin,A/Wisconsin/629-D02455/2009,H1N1
149,2009-11-22,USA,Human,False,Wisconsin,A/Wisconsin/629-D00908/2009,H1N1
150,2005-01-01,China,Duck/Avian,False,Fujian,A/duck/Fujian/3193/2005,H6N2
151,2010-08-05,China,Swine,False,Guangdong,A/swine/Guangdong/2419/2010,H1N1
152,2009-01-01,USA,Northern Pintail/Avian,True,Interior Alaska,A/northern pintail/Interior Alaska/9BM8109R0/2009,H8N4
153,1994-05-22,USA,Ruddy Turnstone/Avian,True,Delaware Bay,A/ruddy turnstone/Delaware Bay/176/1994,H3N8
154,2013-01-06,USA,Human,False,Boston,A/Boston/YGA_01158/2013,H3N2
155,2006-01-01,China,Duck/Avian,False,Anhui,A/duck/Anhui/1/06,H5N1
156,2009-09-08,USA,Human,False,Wisconsin,A/Wisconsin/629-D00734/2009,H1N1
157,2011-12-08,USA,Northern Shoveler/Avian,False,Mississippi,A/northern shoveler/Mississippi/11OS5875/2011,H5N2
158,2007-01-01,Kuwait,Chicken/Avian,False,,A/chicken/Kuwait/KISR3/2007,H5N1
159,2010-07-26,USA,Green-Winged Teal/Avian,True,Interior Alaska,A/American green-winged teal/Interior Alaska/10BM05439R0/2010,Mixed
160,2007-01-27,USA,Human,False,New York,A/New York/1074/2007,H1N1
161,2007-01-28,USA,Gadwall/Avian,False,California,A/gadwall/California/44287-543/2007,H10N7
162,2013-01-10,Taiwan,Duck/Avian,True,,A/duck/Taiwan/4360/2013,H5N2
163,2007-08-03,USA,Mallard/Avian,True,Minnesota,A/mallard/Minnesota/Sg-00059/2007,H3N8
164,2007-02-13,USA,Human,False,Kentucky,A/Kentucky/UR06-0258/2007,H1N1
165,2012-02-16,Hong Kong,Swine,False,,A/swine/Hong Kong/NS549/2012,H3N2
166,1980-01-01,Romania,Horse,False,,A/equine/Romania/1/1980,H3N8
167,2006-01-01,Thailand,Human,False,,A/Thailand/CU68/2006,H1N1
168,2009-09-12,Nicaragua,Human,False,Managua,A/Managua/1909.02/2009,H1N1
169,2009-06-05,USA,Human,False,California,A/California/VRDL357/2009,H3N2
170,2009-05-02,United Kingdom,Human,False,England,A/England/246/2009,H1N1
171,2006-01-01,Nigeria,Chicken/Avian,False,,A/chicken/Nigeria/957-20/2006,H5N1
172,2009-10-11,USA,Mallard/Avian,False,Wisconsin,A/mallard/Wisconsin/2712/2009,H3N6
173,2007-08-21,Canada,Mallard/Avian,True,Nova Scotia,A/mallard/Nova Scotia/02286/2007,H7N4
174,2009-05-10,Mexico,Human,False,Mexico City,A/Mexico City/008/2009,H1N1
175,1987-05-19,USA,Ruddy Turnstone/Avian,True,Delaware Bay,A/ruddy turnstone/Delaware Bay/2830/1987,H9N5
176,2007-11-26,China,Duck/Avian,False,Fujian,A/duck/Fujian/7119/2007,H6N6
177,2000-08-22,New Zealand,Human,False,Canterbury,A/Canterbury/36/2000,H1N1
178,2009-12-02,USA,Human,False,Wisconsin,A/Wisconsin/629-D02299/2009,H1N1
179,1995-05-21,USA,Ruddy Turnstone/Avian,False,Delaware Bay,A/ruddy turnstone/Delaware Bay/271/1995,H11N9
180,2011-11-06,China,Swine,False,Guangxi,A/swine/Guangxi/3212/2011,H1N2
181,2009-07-15,USA,Avian,False,Interior Alaska,A/mallard/Interior Alaska/9BM2750R0/2009,H10N7
182,1991-01-01,Canada,Mallard/Avian,True,Alberta,A/mallard/Alberta/11/91,H9N2
183,2009-05-02,United Kingdom,Human,False,England,A/England/220/2009,H1N1
184,2002-01-01,China,Chicken/Avian,False,Jiangsu,A/chicken/Jiangsu/cz1/2002,H5N1
185,2010-08-11,El Salvador,Human,False,San Salvador,A/San Salvador/WRAIR3537T/2010,H3N2
186,2004-12-27,USA,Human,False,New York,A/New York/387/2004,H3N2
187,2012-12-19,USA,Human,False,Chicago,A/Chicago/YGA_04065/2012,H3N2
188,1982-01-01,Philippines,Human,False,Phillipines,A/Phillipines/2/1982,H3N2
189,2002-12-06,Sweden,Mallard/Avian,True,,A/mallard/Sweden/1417/2002,H10N7
190,2009-03-09,USA,Human,False,Boston,A/Boston/65/2009,H1N1
191,2011-10-21,Nicaragua,Human,False,,A/Nicaragua/AGA2-44/2011,H1N1
192,2007-11-03,USA,Northern Shoveler/Avian,False,California,A/northern shoveler/California/HKWF392sm/2007,H10N7
193,1991-12-01,France,Human,False,Paris,A/Paris/597/1991,H3N2
194,2009-09-08,USA,Human,False,Wisconsin,A/Wisconsin/629-D02367/2009,H1N1
195,1999-02-16,USA,Human,False,New York,A/New York/333/1999,H3N2
196,2008-10-18,USA,Mallard/Avian,False,California,A/mallard/California/8293/2008,H6N1
197,2008-01-29,Qatar,Human,False,,A/Qatar/AF02/2008,H3N2
198,2010-09-24,USA,Swine,False,Oklahoma,A/swine/Oklahoma/SG1349/2010,H1N1
199,2013-03-30,Bangladesh,Environment,False,,A/environment/Bangladesh/19336/2013,H9N2
200,2009-07-30,Australia,Human,False,,A/Australia/56/2009,H1N1
201,1994-05-22,USA,Ruddy Turnstone/Avian,False,Delaware Bay,A/ruddy turnstone/Delaware Bay/189/1994,H3N8
202,2011-12-30,China,Swine,False,Guangxi,A/swine/Guangxi/3843/2011,H1N1
203,2010-08-12,Australia,Human,False,Sydney,A/Sydney/DD3-05/2010,H1N1
204,2009-04-28,USA,Human,False,New York,A/New York/3196/2009,H1N1
205,2004-08-02,Hong Kong,Human,False,,A/Hong Kong/HKU32/2004,H3N2
206,2001-01-01,USA,Mallard/Avian,True,Maryland,A/mallard/Maryland/231/2001,H2N3
207,2011-01-01,Hong Kong,Northern Shoveler/Avian,False,,A/northern shoveler/Hong Kong/MPL961/2011,H2N9
208,2011-07-21,Hong Kong,Swine,False,,A/swine/Hong Kong/2857/2011,H3N2
209,2007-01-19,USA,Human,False,Kentucky,A/Kentucky/UR06-0046/2007,H1N1
210,2007-12-18,Malaysia,Human,False,,A/Malaysia/1912346/2007,H3N2
211,2013-02-12,USA,Human,False,Boston,A/Boston/YGA_02054/2013,H3N2
212,2006-01-01,USA,Shorebird/Avian,True,Delaware,A/shorebird/Delaware/22/06,H7N3
213,2012-03-08,Bolivia,Human,False,Santa Cruz,A/Santa Cruz/111/2012,H1N1
214,2012-01-18,Bangladesh,Chicken/Avian,True,,A/chicken/Bangladesh/15079/2012,H5N1
215,2009-05-08,USA,Human,False,Wisconsin,A/Wisconsin/629-D01909/2009,H1N1
216,2007-11-26,China,Duck/Avian,False,Fujian,A/duck/Fujian/6841/2007,H6N6
217,1995-08-12,Canada,Lesser Scaup/Avian,True,Alberta,A/lesser scaup/Alberta/206/1995,H3N8
218,2005-05-26,USA,Ruddy Turnstone/Avian,False,New Jersey,A/ruddy turnstone/New Jersey/1321416/2005,H11N6
219,2009-11-16,Netherlands,Human,False,,A/Netherlands/2143/2009,H1N1
220,2009-02-12,USA,Human,False,Boston,A/Boston/16/2009,H3N2
221,2003-06-30,Sweden,Mallard/Avian,False,,A/mallard/Sweden/3151/2003,H10N7
222,2011-01-18,Australia,Human,False,Sydney,A/Sydney/DD3-59/2011,H1N1
223,2010-02-03,Greece,Human,False,Athens,A/Athens/INS421/2010,H1N1
224,2010-10-20,USA,Swine,False,Indiana,A/swine/Indiana/A00968322/2010,H3N2
225,2010-10-30,USA,Avian,False,Illinois,A/mallard/Illinois/10OS3599/2010,H6N1
226,2011-08-12,USA,Mallard/Avian,False,California,A/mallard/California/2555V/2011,H11N9
227,2009-12-10,Denmark,Human,False,Copenhagen,A/Copenhagen/INS96/2009,H1N1
228,1982-01-01,Canada,Mallard/Avian,False,Saskatchewan,A/mallard/Saskatchewan/14/1982,H3N8
229,2013-01-12,USA,Human,False,Boston,A/Boston/YGA_00043/2013,H3N2
230,2012-12-20,USA,Human,False,Boston,A/Boston/YGA_01006/2012,H3N2
231,2013-07-01,USA,Swine,True,Indiana,A/swine/Indiana/13TOSU1052/2013,H1N2
232,2012-09-15,USA,Blue-Winged Teal/Avian,False,Ohio,A/blue-winged teal/Ohio/12OS2152/2012,H11N9
233,2009-11-19,USA,Human,False,Wisconsin,A/Wisconsin/629-D00859/2009,H1N1
234,2010-02-17,USA,Human,False,Wisconsin,A/Wisconsin/02/2010,H1N1
235,1982-01-01,USA,Mallard/Avian,True,Wisconsin,A/mallard/Wisconsin/920/1982,H4N2
236,2011-06-26,China,Duck/Avian,True,Zhejiang,A/duck/Zhejiang/0611-15/2011,H1N3
237,2009-11-13,USA,Human,False,New York,A/New York/6630/2009,H3N2
238,2008-11-19,Sweden,Mallard/Avian,False,,A/mallard/Sweden/80190/2008,H4N2
239,2012-11-26,USA,Swine,False,Kansas,A/swine/Kansas/12-117893/2012,H1N2
240,2001-01-01,USA,Red Knot/Avian,False,DE,A/red knot/DE/1587/2001,H10N7
241,2007-01-15,USA,Human,False,Illinois,A/Illinois/UR06-0030/2007,H3N2
242,2008-08-04,Viet Nam,Human,False,ThaiBinh,A/ThaiBinh/TB289/2008,H1N1
243,2003-05-25,Sweden,Mallard/Avian,False,,A/mallard/Sweden/2823/2003,H10N8
244,2013-01-22,USA,Human,False,Santa Clara,A/Santa Clara/YGA_03024/2013,H3N2
245,2009-10-26,USA,Human,False,District of Columbia,A/District of Columbia/INS29/2009,H1N1
246,2002-02-26,USA,Human,False,New York,A/New York/95/2002,H3N2
247,2008-10-08,USA,Environment,False,California,A/environment/California/7871/2008,H4N6
248,2005-01-01,China,Mallard/Avian,False,Jiangxi,A/mallard/Jiangxi/10668/2005,H6N1
249,2005-01-01,USA,Environment,True,Delaware,A/environment/Delaware/234/2005,H11N8
250,2013-09-22,USA,American Green-Winged Teal/Avian,True,Ohio,A/American green-winged teal/Ohio/13OS2097/2013,H6N8
251,2010-06-06,Nicaragua,Human,False,Managua,A/Managua/3244.02/2010,H3N2
252,2005-01-01,China,Duck/Avian,False,Fujian,A/duck/Fujian/4125/2005,H6N2
253,2004-01-01,Japan,Chicken/Avian,False,Oita,A/chicken/Oita/8/2004,H5N1
254,2013-12-31,USA,Human,False,New York,A/New York/WC-LVD-13-030/2013,H1N1
255,2012-12-31,USA,Human,False,Boston,A/Boston/YGA_02017/2012,H3N2
256,2008-09-07,USA,Avian,True,North Dakota,A/blue-winged teal/North Dakota/Sg-00740/2008,H3N8
257,2011-02-25,USA,Human,False,Maryland,A/Maryland/07/2011,H1N1
258,2007-09-11,USA,Mallard/Avian,False,Minnesota,A/mallard/Minnesota/AI07-3136/2007,H1N1
259,2002-12-15,Sweden,Mallard/Avian,False,,A/mallard/Sweden/1665/2002,H4N6
260,2010-12-16,Hong Kong,Swine,False,,A/swine/Hong Kong/NS3815/2010,H1N1
261,2009-07-20,New Zealand,Human,False,,A/New Zealand/3958/2009,H1N1
262,1982-01-01,USA,Mallard/Avian,False,Wisconsin,A/mallard/Wisconsin/1111/1982,H7N4
263,2013-01-07,Finland,Human,False,Helsinki,A/Helsinki/39/2013,H1N1
264,2013-09-03,USA,Swine,False,North Carolina,A/swine/North Carolina/A01364596/2013,H1N1
265,2011-10-27,Nicaragua,Human,False,,A/Nicaragua/AGA2-53/2011,H1N1
266,2005-11-07,Sweden,Mallard/Avian,False,,A/mallard/Sweden/5803/2005,H4N6
267,1998-12-28,USA,Human,False,New York,A/New York/240/1998,H3N2
268,2010-12-20,Peru,Human,False,,A/Peru/PER295/2010,H3N2
269,2010-11-10,Peru,Human,False,,A/Peru/PER109/2010,H3N2
270,2008-01-01,China,Duck/Avian,True,Jiangxi,A/duck/Jiangxi/22041/2008,H4N9
271,2009-11-15,Canada,Swine,False,MB,A/swine/MB/54/2009,H1N1
272,2012-09-20,Nicaragua,Human,False,,A/Nicaragua/AGA2-05/2012,H3N2
273,2010-02-06,USA,Human,False,Georgia,A/Georgia/04/2010,H1N1
274,2009-04-27,USA,Human,False,California,A/California/VRDL143/2009,H3N2
275,2009-06-27,USA,Human,False,Wisconsin,A/Wisconsin/629-D01414/2009,H1N1
276,2005-01-01,Israel,Chicken/Avian,False,,A/chicken/Israel/853/2005,H9N2
277,2006-03-15,Viet Nam,Human,False,HaNoi,A/HaNoi/Q177/2006,H1N1
278,2011-09-10,Peru,Human,False,,A/Peru/PER017/2011,H3N2
279,1981-01-01,USA,Blue-Winged Teal/Avian,True,Wisconsin,A/blue-winged teal/Wisconsin/333/1981,H6N6
280,2009-05-18,USA,Human,False,Houston,A/Houston/3OS/2009,H1N1
281,2011-09-02,Peru,Human,False,,A/Peru/PER061/2011,H3N2
282,2004-01-01,China,Duck/Avian,False,Guangdong,A/duck/Guangdong/23/2004,H5N1
283,2011-09-19,Canada,Blue-Winged Teal/Avian,False,,A/blue-winged teal/Canada/3240/2011,H4N6
284,2005-01-01,China,Duck/Avian,False,Hunan,A/duck/Hunan/177/2005,H6N1
285,2009-12-10,USA,Human,False,Wisconsin,A/Wisconsin/629-D00636/2009,H1N1
286,2009-07-02,China,Swine,False,Henan,A/swine/Henan/Y1/2009,H9N2
287,2003-08-08,Canada,Mallard/Avian,False,Alberta,A/mallard/Alberta/237/2003,H4N6
288,2003-12-01,USA,Human,False,New York,A/New York/18/2003,H3N2
289,2001-01-01,China,Duck/Avian,False,Shantou,A/duck/Shantou/1586/2001,H6N2
290,2011-08-18,Hong Kong,Swine,False,,A/swine/Hong Kong/3276/2011,H3N2
291,1986-10-24,USA,Mallard/Avian,False,Ohio,A/mallard/Ohio/83/1986,H4N6
292,2014-01-19,South Korea,Goose/Avian,False,Korea,A/bean goose/Korea/H40/2014,H5N8
293,2009-07-23,Australia,Human,False,,A/Australia/28/2009,H1N1
294,1991-12-16,France,Human,False,Lyon,A/Lyon/1373/1991,H3N2
295,2009-11-08,USA,Human,False,Boston,A/Boston/637/2009,H1N1
296,2009-09-08,Nicaragua,Human,False,Managua,A/Managua/5953.01/2009,H1N1
297,2011-01-26,Russia,Human,False,Nizhnii Novgorod,A/Nizhnii Novgorod/CRIE-BLM/2011,H1N1
298,2006-05-12,United Kingdom,Swine,True,England,A/swine/England/483/2006,H1N2
299,1994-05-22,USA,Ruddy Turnstone/Avian,True,Delaware Bay,A/ruddy turnstone/Delaware Bay/87/1994,H3N8
300,2011-10-04,USA,Swine,False,Illinois,A/swine/Illinois/A00857134/2011,H1N2
