,0,1,2,3,4,5,6,7,8,9
0,0.22801082544,0.203915171289,0.221735319895,0.215135738193,0.244245025361,0.250271444083,0.195678271309,0.0,0.0,0.0
1,0.228543055753,0.2203125,0.205457463884,0.222366228476,0.236384266263,0.224238875878,0.203931203931,0.0,0.0,0.0
2,0.229618235212,0.213793103448,0.230388109001,0.219654231119,0.242789339175,0.236020806242,0.229768786127,0.0,0.0,0.0
3,0.234405594406,0.24,0.218257261411,0.227479182438,0.222635889799,0.214858364511,0.203773584906,0.0,0.0,0.0
4,0.23200677392,0.187234042553,0.219266714594,0.213904694168,0.239924670433,0.233942251031,0.174135723431,0.0,0.0,0.0
5,0.226849923643,0.190553745928,0.207066557108,0.237951237951,0.202053538687,0.224370240187,0.204406364749,0.0,0.0,0.0
6,0.226354082458,0.210338680927,0.215283483977,0.220222634508,0.213060926669,0.209414604707,0.21686746988,0.0,0.0,0.0
7,0.225573144105,0.278863232682,0.194466403162,0.220396600567,0.215913073957,0.240024554942,0.265789473684,0.0,0.0,0.0
8,0.22318921954,0.228037383178,0.205405405405,0.228638244289,0.225952470766,0.236272878536,0.264542936288,0.0,0.0,0.0
9,0.235243055556,0.21479374111,0.193006993007,0.228507211088,0.225817798101,0.237714987715,0.18982630273,0.0,0.0,0.0
10,0.232188841202,0.228260869565,0.21694378464,0.226436563626,0.234125576446,0.259825327511,0.210526315789,0.0,0.0,0.0
11,0.21572794899,0.253378378378,0.240894039735,0.231862654606,0.214994487321,0.233480176211,0.230263157895,0.0,0.0,0.0
12,0.230944254835,0.219435736677,0.240901213172,0.232018123466,0.240030383593,0.205752212389,0.188995215311,0.0,0.0,0.0
13,0.229974525899,0.181654676259,0.212282031842,0.229174311927,0.213511560694,0.261120739457,0.221036585366,0.0,0.0,0.0
14,0.230692076229,0.25,0.229653505238,0.234530175707,0.223967848009,0.209834190966,0.213888888889,0.0,0.0,0.0
15,0.224972796518,0.24686940966,0.233384853168,0.241449814126,0.208695652174,0.236758136567,0.211764705882,0.0,0.0,0.0
16,0.229381798155,0.176470588235,0.251491901108,0.216182274848,0.270216962525,0.255292652553,0.233883058471,0.0,0.0,0.0
17,0.227635562896,0.290657439446,0.226400613968,0.210688965643,0.241573033708,0.201889020071,0.259776536313,0.0,0.0,0.0
18,0.234712355481,0.252873563218,0.207488299532,0.224672011662,0.219352491815,0.187464387464,0.21958041958,0.0,0.0,0.0
19,0.231569941537,0.242174629325,0.216257668712,0.242430278884,0.205437026841,0.247723132969,0.23566084788,0.0,0.0,0.0
20,0.227117194183,0.203947368421,0.242200328407,0.228304650311,0.234092694423,0.178294573643,0.210317460317,0.0,0.0,0.0
21,0.227912211593,0.213445378151,0.21664167916,0.249182220512,0.201479394153,0.199266503667,0.226224783862,0.0,0.0,0.0
22,0.219943422914,0.290423861852,0.223509933775,0.239619712844,0.220636663008,0.200880572372,0.193925233645,0.0,0.0,0.0
23,0.233576642336,0.224880382775,0.210607225211,0.234660336012,0.197517342096,0.243274853801,0.237844940867,0.0,0.0,0.0
24,0.22954737138,0.198581560284,0.246598639456,0.215536105033,0.245114006515,0.213833157339,0.29907773386,0.0,0.0,0.0
25,0.213749829491,0.244935543278,0.236947791165,0.231762779698,0.206046141607,0.25612745098,0.206586826347,0.0,0.0,0.0
