,0,1,2,3,4,5,6,7
0,0.0,1112.0,1112.0,780.0,1142.0,859.0,1126.0,1086.0
1,1112.0,0.0,1166.0,857.0,1167.0,869.0,1119.0,1060.0
2,1112.0,1166.0,0.0,768.0,1211.0,718.0,1085.0,1093.0
3,780.0,857.0,768.0,0.0,793.0,997.0,952.0,835.0
4,1142.0,1167.0,1211.0,793.0,0.0,770.0,1146.0,1128.0
5,859.0,869.0,718.0,997.0,770.0,0.0,927.0,883.0
6,1126.0,1119.0,1085.0,952.0,1146.0,927.0,0.0,1109.0
7,1086.0,1060.0,1093.0,835.0,1128.0,883.0,1109.0,0.0
