,centralities,num_isolates,num_unique_countries,subtypes
0,0.14814814814814814,20.000000000000004,6,H7N6
1,0.2037037037037037,16.0,3,H10N8
2,0.12962962962962962,12.999999999999998,3,H10N9
3,0.17592592592592593,32.00000000000001,4,H10N1
4,0.2222222222222222,8.000000000000002,2,H10N2
5,0.1944444444444444,25.999999999999996,2,H10N3
6,0.14814814814814814,23.999999999999996,3,H10N4
7,0.16666666666666666,9.0,4,H10N5
8,0.17592592592592593,14.0,3,H10N6
9,0.537037037037037,290.99999999999994,6,H10N7
10,0.037037037037037035,1.0,1,H2N4
11,0.0925925925925926,17.999999999999996,5,H2N5
12,0.018518518518518517,1.0,1,H2N6
13,0.25,19.000000000000004,3,H2N7
14,0.3240740740740741,25.999999999999996,5,H2N1
15,0.2222222222222222,34.0,5,H2N2
16,0.5277777777777778,151.99999999999997,7,H2N3
17,0.08333333333333333,10.000000000000002,3,H2N8
18,0.3055555555555555,28.000000000000004,6,H2N9
19,0.018518518518518517,1.0,1,H8N8
20,0.2777777777777778,445.99999999999994,14,H1N2
21,0.4074074074074074,64.99999999999999,6,H8N4
22,0.018518518518518517,1.0,1,H8N2
23,0.027777777777777776,2.0000000000000004,2,H8N1
24,0.1851851851851852,141.0,3,H6N6
25,0.34259259259259256,51.00000000000001,4,Mixed
26,0.037037037037037035,2.0000000000000004,1,H9N8
27,0.05555555555555555,5.999999999999999,1,H5N7
28,0.17592592592592593,10.000000000000002,3,H4N3
29,0.12962962962962962,8.000000000000002,4,H4N1
30,0.7222222222222222,680.0000000000001,11,H4N6
31,0.10185185185185183,2.9999999999999996,1,H11N7
32,0.6388888888888888,259.0,13,H5N2
33,0.16666666666666666,5.999999999999999,3,H3N9
34,0.75,714.0,20,H3N8
35,0.009259259259259259,1.0,1,H12N9
36,0.027777777777777776,1.0,1,H4N4
37,0.21296296296296294,32.00000000000001,3,H3N1
38,0.21296296296296294,11.999999999999998,3,H3N3
39,0.4629629629629629,4349.0,40,H3N2
40,0.16666666666666666,9.0,3,H3N5
41,0.037037037037037035,2.9999999999999996,2,H3N7
42,0.3796296296296296,90.0,10,H3N6
43,0.3888888888888888,94.99999999999999,6,H4N8
44,0.1388888888888889,20.000000000000004,4,H4N9
45,0.1851851851851852,7.000000000000001,3,H5N9
46,0.07407407407407407,42.99999999999999,4,H5N8
47,0.4166666666666666,67.0,8,H4N2
48,0.037037037037037035,2.9999999999999996,2,H5N6
49,0.1111111111111111,36.0,2,H5N5
50,0.018518518518518517,2.0000000000000004,1,H5N4
51,0.3055555555555555,35.0,9,H5N3
52,0.1111111111111111,4.0,2,H4N7
53,0.2777777777777778,794.0000000000001,32,H5N1
54,0.05555555555555555,5.000000000000001,3,H4N5
55,0.4722222222222222,117.00000000000001,8,H6N8
56,0.1111111111111111,5.000000000000001,3,H6N9
57,0.1851851851851852,84.0,4,H7N9
58,0.1944444444444444,8.000000000000002,3,H7N8
59,0.037037037037037035,1.0,1,H7N5
60,0.4259259259259259,188.0,8,H6N1
61,0.537037037037037,300.00000000000006,13,H6N2
62,0.12037037037037035,12.999999999999998,2,H6N3
63,0.04629629629629629,5.999999999999999,2,H6N4
64,0.3055555555555555,28.999999999999996,8,H6N5
65,0.5092592592592592,223.0,8,H7N3
66,0.10185185185185183,4.0,1,H6N7
67,0.027777777777777776,1.0,1,H12N6
68,0.027777777777777776,2.9999999999999996,1,H12N7
69,0.1111111111111111,12.999999999999998,3,H7N4
70,0.35185185185185186,83.0,7,H7N7
71,0.1851851851851852,34.0,2,H1N9
72,0.0925925925925926,10.000000000000002,1,H1N8
73,0.2037037037037037,25.999999999999996,3,H1N3
74,0.3333333333333333,46.0,8,H7N1
75,0.5740740740740741,5564.999999999999,57,H1N1
76,0.018518518518518517,7.000000000000001,1,H1N7
77,0.06481481481481481,4.0,2,H1N6
78,0.05555555555555555,2.0000000000000004,2,H1N5
79,0.05555555555555555,4.0,2,H1N4
80,0.018518518518518517,2.0000000000000004,1,H9N3
81,0.4722222222222222,357.00000000000006,19,H9N2
82,0.2037037037037037,9.0,3,H9N1
83,0.12037037037037035,4.0,1,H9N7
84,0.04629629629629629,2.0000000000000004,1,H9N6
85,0.12037037037037035,10.000000000000002,1,H9N5
86,0.07407407407407407,9.0,2,H9N9
87,0.1851851851851852,179.0,6,H7N2
88,0.0925925925925926,4.0,3,H12N8
89,0.04629629629629629,5.000000000000001,2,H11N6
90,0.14814814814814814,22.999999999999996,2,H11N1
91,0.25925925925925924,15.000000000000002,3,H11N3
92,0.3240740740740741,66.00000000000001,7,H11N2
93,0.018518518518518517,1.0,1,H12N2
94,0.0925925925925926,2.0000000000000004,1,H12N3
95,0.018518518518518517,1.0,1,H12N1
96,0.6481481481481481,223.0,8,H11N9
97,0.15740740740740738,11.0,2,H11N8
98,0.07407407407407407,5.000000000000001,1,H12N4
99,0.4722222222222222,67.0,3,H12N5
100,0.0925925925925926,23.999999999999996,7,H16N3
101,0.018518518518518517,1.0,1,H15N9
102,0.027777777777777776,2.0000000000000004,2,H14N6
103,0.018518518518518517,1.0,1,H15N4
104,0.05555555555555555,2.0000000000000004,1,H14N2
105,0.06481481481481481,12.999999999999998,5,H13N6
106,0.06481481481481481,2.9999999999999996,2,H13N2
107,0.07407407407407407,5.000000000000001,1,H13N9
108,0.10185185185185183,10.000000000000002,3,H13N8
